commit_sha,repository,author,commit_date,message,lines_added,lines_deleted,files_changed,is_merge_commit,sprint_number
abc000637,phoenix-mobile-api,ana.lopez,2024-02-18 14:01:00,chore: update dependencies,33,8,1,False,4
abc000638,phoenix-auth-service,david.kumar,2024-02-19 08:38:00,fix: urgent production hotfix,220,8,5,False,4
abc000639,phoenix-auth-service,mark.smith,2024-02-19 17:00:00,fix: resolve billing calculation issue,128,8,4,False,4
abc000640,phoenix-web-frontend,tom.garcia,2024-02-19 18:10:00,chore: update dependencies,195,63,1,True,4
abc000641,phoenix-billing-service,mark.smith,2024-02-19 18:37:00,feat: implement authentication flow,167,6,5,False,4
abc000642,phoenix-web-frontend,james.taylor,2024-02-19 18:41:00,feat: implement authentication flow,143,31,4,False,4
abc000643,phoenix-auth-service,mark.smith,2024-02-19 13:38:00,fix: urgent production hotfix,233,21,2,True,4
abc000644,phoenix-shared-components,mark.smith,2024-02-19 09:13:00,fix: urgent production hotfix,174,47,6,False,4
abc000645,phoenix-auth-service,james.taylor,2024-02-19 12:46:00,feat: implement authentication flow,93,31,3,True,4
abc000646,phoenix-shared-components,mark.smith,2024-02-19 15:47:00,chore: update dependencies,191,24,3,False,4
abc000647,phoenix-mobile-api,ana.lopez,2024-02-19 16:08:00,chore: update dependencies,164,18,4,False,4
abc000648,phoenix-mobile-api,james.taylor,2024-02-19 11:23:00,refactor: improve data validation,170,13,5,False,4
abc000649,phoenix-customer-platform,ana.lopez,2024-02-19 14:38:00,fix: resolve billing calculation issue,56,1,1,False,4
abc000650,phoenix-shared-components,mark.smith,2024-02-19 08:44:00,fix: urgent production hotfix,122,7,2,False,4
abc000651,phoenix-mobile-api,james.taylor,2024-02-19 15:07:00,fix: urgent production hotfix,232,24,2,False,4
abc000652,phoenix-mobile-api,mark.smith,2024-02-19 18:02:00,chore: update dependencies,52,17,2,True,4
abc000653,phoenix-billing-service,james.taylor,2024-02-19 18:25:00,fix: resolve billing calculation issue,171,21,3,False,4
abc000654,phoenix-mobile-api,mark.smith,2024-02-19 19:10:00,chore: update dependencies,171,16,4,False,4
abc000655,phoenix-shared-components,ana.lopez,2024-02-20 09:11:00,refactor: improve data validation,91,3,4,False,4
abc000656,phoenix-web-frontend,mark.smith,2024-02-20 10:51:00,feat: add customer dashboard feature,69,14,5,False,4
abc000657,phoenix-shared-components,mark.smith,2024-02-20 08:50:00,chore: update dependencies,159,23,6,False,4
abc000658,phoenix-mobile-api,ana.lopez,2024-02-20 13:20:00,feat: implement authentication flow,224,58,3,False,4
abc000659,phoenix-customer-platform,mark.smith,2024-02-20 10:42:00,fix: resolve billing calculation issue,162,22,2,False,4
abc000660,phoenix-customer-platform,mark.smith,2024-02-20 19:04:00,feat: implement authentication flow,149,37,2,False,4
abc000661,phoenix-auth-service,mark.smith,2024-02-20 15:10:00,feat: add customer dashboard feature,138,12,4,False,4
abc000662,phoenix-mobile-api,ana.lopez,2024-02-20 13:28:00,refactor: improve data validation,164,12,2,False,4
abc000663,phoenix-mobile-api,mark.smith,2024-02-20 14:34:00,fix: urgent production hotfix,122,20,3,True,4
abc000664,phoenix-auth-service,mark.smith,2024-02-20 17:48:00,feat: implement authentication flow,106,4,1,False,4
abc000665,phoenix-billing-service,ana.lopez,2024-02-20 15:49:00,refactor: improve data validation,147,17,5,False,4
abc000666,phoenix-shared-components,mark.smith,2024-02-20 08:06:00,fix: urgent production hotfix,202,53,5,False,4
abc000667,phoenix-shared-components,mark.smith,2024-02-20 17:41:00,fix: urgent production hotfix,140,15,3,False,4
abc000668,phoenix-auth-service,james.taylor,2024-02-20 13:13:00,refactor: improve data validation,36,11,4,True,4
abc000669,phoenix-shared-components,mark.smith,2024-02-20 11:19:00,feat: implement authentication flow,110,26,3,False,4
abc000670,phoenix-customer-platform,mark.smith,2024-02-20 18:10:00,refactor: improve data validation,186,18,4,False,4
abc000671,phoenix-billing-service,mark.smith,2024-02-20 08:58:00,refactor: improve data validation,140,45,3,False,4
abc000672,phoenix-customer-platform,david.kumar,2024-02-21 17:45:00,feat: implement authentication flow,140,31,1,False,4
abc000673,phoenix-web-frontend,mark.smith,2024-02-21 11:42:00,feat: implement authentication flow,123,39,3,False,4
abc000674,phoenix-billing-service,mark.smith,2024-02-21 12:30:00,fix: urgent production hotfix,115,33,1,True,4
abc000675,phoenix-customer-platform,mark.smith,2024-02-21 17:49:00,fix: resolve billing calculation issue,129,4,3,False,4
abc000676,phoenix-customer-platform,mark.smith,2024-02-21 19:05:00,feat: add customer dashboard feature,68,3,4,False,4
abc000677,phoenix-customer-platform,james.taylor,2024-02-21 09:24:00,feat: add customer dashboard feature,143,5,5,False,4
abc000678,phoenix-billing-service,mark.smith,2024-02-21 13:17:00,chore: update dependencies,144,25,3,False,4
abc000679,phoenix-web-frontend,james.taylor,2024-02-21 08:08:00,feat: add customer dashboard feature,62,10,5,True,4
abc000680,phoenix-web-frontend,mark.smith,2024-02-21 18:39:00,fix: urgent production hotfix,192,21,5,True,4
abc000681,phoenix-auth-service,tom.garcia,2024-02-21 13:11:00,fix: urgent production hotfix,70,3,6,False,4
abc000682,phoenix-auth-service,mark.smith,2024-02-21 18:18:00,refactor: improve data validation,138,7,3,True,4
abc000683,phoenix-mobile-api,tom.garcia,2024-02-21 09:13:00,fix: urgent production hotfix,218,24,5,True,4
abc000684,phoenix-auth-service,mark.smith,2024-02-21 10:26:00,fix: resolve billing calculation issue,118,1,1,False,4
abc000685,phoenix-customer-platform,mark.smith,2024-02-21 08:09:00,feat: add customer dashboard feature,214,39,4,False,4
abc000686,phoenix-mobile-api,ana.lopez,2024-02-21 16:32:00,refactor: improve data validation,152,34,1,False,4
abc000687,phoenix-shared-components,mark.smith,2024-02-21 10:29:00,chore: update dependencies,64,14,6,False,4
abc000688,phoenix-shared-components,tom.garcia,2024-02-21 17:06:00,fix: urgent production hotfix,162,7,3,False,4
abc000689,phoenix-auth-service,mark.smith,2024-02-22 10:46:00,feat: implement authentication flow,123,12,1,False,4
abc000690,phoenix-mobile-api,mark.smith,2024-02-22 10:13:00,fix: resolve billing calculation issue,212,30,3,False,4
abc000691,phoenix-shared-components,mark.smith,2024-02-22 12:59:00,feat: add customer dashboard feature,53,8,4,False,4
abc000692,phoenix-billing-service,david.kumar,2024-02-22 14:30:00,refactor: improve data validation,45,7,3,False,4
abc000693,phoenix-web-frontend,mark.smith,2024-02-22 16:27:00,chore: update dependencies,119,24,1,False,4
abc000694,phoenix-shared-components,david.kumar,2024-02-22 10:39:00,feat: add customer dashboard feature,202,54,6,False,4
abc000695,phoenix-web-frontend,mark.smith,2024-02-22 15:19:00,chore: update dependencies,231,17,1,True,4
abc000696,phoenix-shared-components,mark.smith,2024-02-22 18:21:00,feat: implement authentication flow,183,1,2,False,4
abc000697,phoenix-shared-components,tom.garcia,2024-02-22 19:02:00,feat: add customer dashboard feature,23,7,2,False,4
abc000698,phoenix-web-frontend,tom.garcia,2024-02-22 15:51:00,refactor: improve data validation,95,18,1,False,4
abc000699,phoenix-billing-service,james.taylor,2024-02-22 20:42:00,chore: update dependencies,130,27,6,False,4
abc000700,phoenix-shared-components,mark.smith,2024-02-22 19:45:00,fix: resolve billing calculation issue,186,14,5,False,4
abc000701,phoenix-billing-service,mark.smith,2024-02-22 20:35:00,chore: update dependencies,207,24,6,False,4
abc000702,phoenix-auth-service,mark.smith,2024-02-22 20:53:00,chore: update dependencies,178,56,6,False,4
abc000703,phoenix-web-frontend,david.kumar,2024-02-22 12:11:00,feat: add customer dashboard feature,207,29,1,False,4
abc000704,phoenix-web-frontend,mark.smith,2024-02-22 17:23:00,feat: add customer dashboard feature,117,37,5,False,4
abc000705,phoenix-shared-components,mark.smith,2024-02-22 09:41:00,chore: update dependencies,104,3,3,True,4
abc000706,phoenix-customer-platform,mark.smith,2024-02-23 15:54:00,feat: implement authentication flow,191,38,5,False,4
abc000707,phoenix-customer-platform,ana.lopez,2024-02-23 17:39:00,chore: update dependencies,155,24,5,False,4
abc000708,phoenix-auth-service,david.kumar,2024-02-23 14:08:00,refactor: improve data validation,260,74,3,True,4
abc000709,phoenix-customer-platform,mark.smith,2024-02-23 20:52:00,refactor: improve data validation,168,47,2,False,4
abc000710,phoenix-billing-service,mark.smith,2024-02-23 13:37:00,feat: add customer dashboard feature,54,1,6,False,4
abc000711,phoenix-shared-components,mark.smith,2024-02-23 09:22:00,feat: add customer dashboard feature,134,22,1,False,4
abc000712,phoenix-customer-platform,mark.smith,2024-02-23 19:59:00,refactor: improve data validation,170,6,6,False,4
abc000713,phoenix-customer-platform,mark.smith,2024-02-23 20:59:00,feat: add customer dashboard feature,203,1,3,False,4
abc000714,phoenix-billing-service,ana.lopez,2024-02-23 12:04:00,refactor: improve data validation,57,4,4,False,4
abc000715,phoenix-billing-service,ana.lopez,2024-02-23 15:53:00,feat: add customer dashboard feature,103,11,2,False,4
abc000716,phoenix-auth-service,mark.smith,2024-02-23 16:07:00,fix: urgent production hotfix,81,26,5,False,4
abc000717,phoenix-web-frontend,mark.smith,2024-02-23 17:48:00,feat: add customer dashboard feature,167,43,6,False,4
abc000718,phoenix-shared-components,mark.smith,2024-02-23 10:52:00,refactor: improve data validation,102,27,2,False,4
abc000719,phoenix-mobile-api,mark.smith,2024-02-23 15:57:00,fix: resolve billing calculation issue,63,7,1,False,4
abc000720,phoenix-web-frontend,mark.smith,2024-02-23 16:32:00,feat: add customer dashboard feature,70,10,5,False,4
abc000721,phoenix-mobile-api,mark.smith,2024-02-23 18:53:00,feat: implement authentication flow,169,32,1,False,4
abc000722,phoenix-auth-service,tom.garcia,2024-02-23 14:19:00,feat: implement authentication flow,112,8,1,False,4
abc000723,phoenix-web-frontend,mark.smith,2024-02-24 09:45:00,feat: implement authentication flow,152,8,5,False,4
abc000724,phoenix-mobile-api,mark.smith,2024-02-24 14:04:00,chore: update dependencies,205,24,2,False,4
abc000725,phoenix-billing-service,mark.smith,2024-02-25 17:38:00,feat: implement authentication flow,142,17,2,False,4
abc000726,phoenix-customer-platform,mark.smith,2024-02-25 18:31:00,fix: resolve billing calculation issue,93,6,1,False,4
abc000727,phoenix-web-frontend,mark.smith,2024-02-26 09:55:00,feat: implement authentication flow,46,2,1,False,4
abc000728,phoenix-customer-platform,mark.smith,2024-02-26 09:12:00,feat: add customer dashboard feature,135,29,5,False,4
abc000729,phoenix-billing-service,david.kumar,2024-02-26 08:46:00,fix: urgent production hotfix,121,22,4,False,4
abc000730,phoenix-web-frontend,mark.smith,2024-02-26 19:29:00,feat: implement authentication flow,86,22,5,False,4
abc000731,phoenix-shared-components,james.taylor,2024-02-26 17:57:00,fix: urgent production hotfix,206,58,4,False,4
abc000732,phoenix-web-frontend,mark.smith,2024-02-26 19:28:00,chore: update dependencies,124,4,2,False,4
abc000733,phoenix-web-frontend,mark.smith,2024-02-26 17:34:00,feat: add customer dashboard feature,138,40,2,True,4
abc000734,phoenix-auth-service,mark.smith,2024-02-26 16:30:00,fix: urgent production hotfix,119,16,3,False,4
abc000735,phoenix-shared-components,mark.smith,2024-02-26 16:26:00,fix: resolve billing calculation issue,225,35,1,False,4
abc000736,phoenix-customer-platform,james.taylor,2024-02-26 18:01:00,feat: add customer dashboard feature,204,5,2,False,4
abc000737,phoenix-customer-platform,mark.smith,2024-02-26 20:06:00,fix: urgent production hotfix,229,42,5,False,4
abc000738,phoenix-shared-components,james.taylor,2024-02-26 17:06:00,chore: update dependencies,116,8,1,False,4
abc000739,phoenix-billing-service,mark.smith,2024-02-26 12:52:00,fix: urgent production hotfix,149,11,4,True,4
abc000740,phoenix-mobile-api,mark.smith,2024-02-26 17:20:00,refactor: improve data validation,138,26,4,True,4
abc000741,phoenix-customer-platform,mark.smith,2024-02-26 08:47:00,fix: resolve billing calculation issue,120,29,5,False,4
abc000742,phoenix-shared-components,tom.garcia,2024-02-26 10:03:00,refactor: improve data validation,180,46,3,False,4
abc000743,phoenix-mobile-api,mark.smith,2024-02-26 18:20:00,feat: add customer dashboard feature,70,18,6,False,4
abc000744,phoenix-shared-components,james.taylor,2024-02-26 19:32:00,feat: add customer dashboard feature,147,8,1,False,5
abc000745,phoenix-shared-components,mark.smith,2024-02-26 08:47:00,feat: implement authentication flow,145,17,1,False,5
abc000746,phoenix-billing-service,mark.smith,2024-02-26 17:19:00,refactor: improve data validation,37,6,1,False,5
abc000747,phoenix-customer-platform,mark.smith,2024-02-26 13:42:00,feat: implement authentication flow,148,1,6,False,5
abc000748,phoenix-web-frontend,mark.smith,2024-02-26 16:27:00,refactor: improve data validation,105,17,2,False,5
abc000749,phoenix-shared-components,mark.smith,2024-02-26 10:49:00,refactor: improve data validation,137,36,5,False,5
abc000750,phoenix-web-frontend,mark.smith,2024-02-26 09:07:00,feat: implement authentication flow,203,29,2,False,5
abc000751,phoenix-customer-platform,mark.smith,2024-02-26 15:49:00,fix: resolve billing calculation issue,183,50,1,False,5
abc000752,phoenix-mobile-api,ana.lopez,2024-02-26 10:19:00,chore: update dependencies,230,32,5,False,5
abc000753,phoenix-billing-service,mark.smith,2024-02-26 18:03:00,fix: urgent production hotfix,196,12,4,False,5
abc000754,phoenix-web-frontend,james.taylor,2024-02-26 17:56:00,fix: urgent production hotfix,81,5,3,False,5
abc000755,phoenix-auth-service,mark.smith,2024-02-26 12:54:00,fix: urgent production hotfix,59,13,3,False,5
abc000756,phoenix-customer-platform,tom.garcia,2024-02-26 11:05:00,feat: implement authentication flow,232,65,1,False,5
abc000757,phoenix-auth-service,mark.smith,2024-02-26 13:38:00,fix: resolve billing calculation issue,131,17,2,False,5
abc000758,phoenix-web-frontend,mark.smith,2024-02-26 15:17:00,feat: add customer dashboard feature,99,30,3,True,5
abc000759,phoenix-customer-platform,david.kumar,2024-02-26 20:50:00,feat: implement authentication flow,122,9,2,True,5
abc000760,phoenix-mobile-api,mark.smith,2024-02-26 13:16:00,feat: implement authentication flow,37,10,2,True,5
abc000761,phoenix-mobile-api,mark.smith,2024-02-26 08:31:00,fix: resolve billing calculation issue,207,6,1,False,5
abc000762,phoenix-billing-service,mark.smith,2024-02-26 10:11:00,feat: add customer dashboard feature,124,27,4,False,5
abc000763,phoenix-shared-components,david.kumar,2024-02-26 11:47:00,fix: resolve billing calculation issue,188,20,4,True,5
abc000764,phoenix-shared-components,tom.garcia,2024-02-26 14:06:00,fix: resolve billing calculation issue,124,26,6,True,5
abc000765,phoenix-customer-platform,tom.garcia,2024-02-26 12:54:00,fix: urgent production hotfix,128,9,4,False,5
abc000766,phoenix-customer-platform,mark.smith,2024-02-27 19:41:00,fix: urgent production hotfix,156,37,6,False,5
abc000767,phoenix-mobile-api,david.kumar,2024-02-27 08:11:00,refactor: improve data validation,109,14,3,False,5
abc000768,phoenix-mobile-api,tom.garcia,2024-02-27 19:13:00,feat: implement authentication flow,128,21,1,False,5
abc000769,phoenix-shared-components,mark.smith,2024-02-27 15:20:00,fix: urgent production hotfix,242,11,5,False,5
abc000770,phoenix-customer-platform,mark.smith,2024-02-27 18:52:00,refactor: improve data validation,114,8,3,False,5
abc000771,phoenix-customer-platform,mark.smith,2024-02-27 19:44:00,refactor: improve data validation,205,35,5,False,5
abc000772,phoenix-customer-platform,mark.smith,2024-02-27 20:37:00,feat: implement authentication flow,148,3,4,True,5
abc000773,phoenix-mobile-api,david.kumar,2024-02-27 17:34:00,chore: update dependencies,149,8,6,False,5
abc000774,phoenix-web-frontend,mark.smith,2024-02-27 13:51:00,fix: urgent production hotfix,133,14,5,False,5
abc000775,phoenix-mobile-api,mark.smith,2024-02-27 18:55:00,feat: implement authentication flow,102,8,1,True,5
abc000776,phoenix-customer-platform,mark.smith,2024-02-27 12:01:00,feat: add customer dashboard feature,137,12,5,False,5
abc000777,phoenix-shared-components,mark.smith,2024-02-27 09:48:00,feat: add customer dashboard feature,81,8,4,True,5
abc000778,phoenix-shared-components,mark.smith,2024-02-27 17:09:00,feat: implement authentication flow,94,30,3,False,5
abc000779,phoenix-auth-service,david.kumar,2024-02-27 18:25:00,feat: add customer dashboard feature,93,14,6,False,5
abc000780,phoenix-mobile-api,david.kumar,2024-02-27 19:49:00,refactor: improve data validation,280,34,2,False,5
abc000781,phoenix-auth-service,mark.smith,2024-02-27 17:22:00,chore: update dependencies,132,37,3,False,5
abc000782,phoenix-shared-components,mark.smith,2024-02-27 19:16:00,feat: add customer dashboard feature,178,57,3,False,5
abc000783,phoenix-auth-service,mark.smith,2024-02-27 13:53:00,fix: resolve billing calculation issue,274,57,6,False,5
abc000784,phoenix-shared-components,tom.garcia,2024-02-27 09:31:00,feat: implement authentication flow,111,33,2,True,5
abc000785,phoenix-mobile-api,mark.smith,2024-02-27 10:59:00,fix: resolve billing calculation issue,76,12,6,False,5
abc000786,phoenix-customer-platform,mark.smith,2024-02-27 15:24:00,feat: add customer dashboard feature,254,3,6,False,5
abc000787,phoenix-customer-platform,ana.lopez,2024-02-27 08:17:00,feat: implement authentication flow,196,10,2,False,5
abc000788,phoenix-auth-service,mark.smith,2024-02-28 11:32:00,refactor: improve data validation,186,0,2,False,5
abc000789,phoenix-web-frontend,james.taylor,2024-02-28 20:08:00,feat: add customer dashboard feature,51,9,6,False,5
abc000790,phoenix-billing-service,mark.smith,2024-02-28 17:22:00,chore: update dependencies,249,53,4,False,5
abc000791,phoenix-shared-components,mark.smith,2024-02-28 12:11:00,refactor: improve data validation,108,13,2,False,5
abc000792,phoenix-billing-service,david.kumar,2024-02-28 15:12:00,fix: urgent production hotfix,197,53,6,False,5
abc000793,phoenix-billing-service,mark.smith,2024-02-28 09:52:00,chore: update dependencies,15,0,4,False,5
abc000794,phoenix-shared-components,mark.smith,2024-02-28 10:04:00,fix: urgent production hotfix,219,49,5,False,5
abc000795,phoenix-web-frontend,tom.garcia,2024-02-28 14:50:00,feat: implement authentication flow,195,46,3,False,5
abc000796,phoenix-mobile-api,mark.smith,2024-02-28 09:01:00,fix: urgent production hotfix,91,6,1,False,5
abc000797,phoenix-web-frontend,james.taylor,2024-02-28 11:01:00,fix: urgent production hotfix,102,13,2,False,5
abc000798,phoenix-customer-platform,james.taylor,2024-02-28 11:06:00,feat: implement authentication flow,156,47,3,False,5
abc000799,phoenix-customer-platform,david.kumar,2024-02-28 08:57:00,fix: urgent production hotfix,226,3,5,True,5
abc000800,phoenix-billing-service,mark.smith,2024-02-28 16:45:00,fix: resolve billing calculation issue,95,1,5,False,5
abc000801,phoenix-customer-platform,mark.smith,2024-02-28 15:05:00,refactor: improve data validation,228,23,2,False,5
abc000802,phoenix-auth-service,mark.smith,2024-02-28 18:44:00,fix: resolve billing calculation issue,230,30,2,True,5
abc000803,phoenix-web-frontend,james.taylor,2024-02-28 13:51:00,refactor: improve data validation,252,14,4,False,5
abc000804,phoenix-auth-service,mark.smith,2024-02-28 20:39:00,fix: urgent production hotfix,77,16,5,True,5
abc000805,phoenix-auth-service,mark.smith,2024-02-28 14:55:00,chore: update dependencies,227,43,1,False,5
abc000806,phoenix-auth-service,mark.smith,2024-02-28 20:46:00,feat: implement authentication flow,206,56,5,False,5
abc000807,phoenix-customer-platform,james.taylor,2024-02-28 14:31:00,feat: add customer dashboard feature,179,34,3,False,5
abc000808,phoenix-customer-platform,mark.smith,2024-02-28 08:37:00,feat: implement authentication flow,74,9,5,False,5
abc000809,phoenix-customer-platform,ana.lopez,2024-02-28 15:11:00,feat: add customer dashboard feature,205,50,2,False,5
abc000810,phoenix-auth-service,mark.smith,2024-02-29 16:27:00,refactor: improve data validation,288,88,2,True,5
abc000811,phoenix-shared-components,mark.smith,2024-02-29 20:58:00,refactor: improve data validation,186,58,1,False,5
abc000812,phoenix-web-frontend,david.kumar,2024-02-29 19:16:00,refactor: improve data validation,107,12,3,False,5
abc000813,phoenix-shared-components,tom.garcia,2024-02-29 11:54:00,chore: update dependencies,97,28,3,False,5
abc000814,phoenix-mobile-api,james.taylor,2024-02-29 15:35:00,feat: add customer dashboard feature,202,46,5,False,5
abc000815,phoenix-web-frontend,mark.smith,2024-02-29 12:39:00,feat: add customer dashboard feature,32,6,4,False,5
abc000816,phoenix-billing-service,james.taylor,2024-02-29 14:18:00,feat: add customer dashboard feature,214,57,5,False,5
abc000817,phoenix-billing-service,mark.smith,2024-02-29 13:13:00,refactor: improve data validation,28,9,2,False,5
abc000818,phoenix-customer-platform,tom.garcia,2024-02-29 09:27:00,fix: resolve billing calculation issue,158,28,5,True,5
abc000819,phoenix-mobile-api,mark.smith,2024-02-29 15:00:00,fix: resolve billing calculation issue,228,49,3,True,5
abc000820,phoenix-mobile-api,mark.smith,2024-02-29 16:53:00,fix: resolve billing calculation issue,230,55,6,False,5
abc000821,phoenix-shared-components,mark.smith,2024-02-29 10:48:00,fix: resolve billing calculation issue,166,30,2,False,5
abc000822,phoenix-web-frontend,mark.smith,2024-02-29 20:31:00,fix: resolve billing calculation issue,158,4,2,False,5
abc000823,phoenix-mobile-api,tom.garcia,2024-02-29 08:01:00,fix: urgent production hotfix,227,44,5,True,5
abc000824,phoenix-web-frontend,david.kumar,2024-02-29 11:09:00,chore: update dependencies,212,2,1,False,5
abc000825,phoenix-mobile-api,tom.garcia,2024-02-29 20:46:00,fix: resolve billing calculation issue,255,52,6,False,5
abc000826,phoenix-billing-service,mark.smith,2024-02-29 19:13:00,feat: add customer dashboard feature,83,12,3,False,5
abc000827,phoenix-mobile-api,ana.lopez,2024-02-29 10:37:00,feat: add customer dashboard feature,182,38,4,False,5
abc000828,phoenix-auth-service,mark.smith,2024-02-29 20:28:00,chore: update dependencies,257,5,1,False,5
abc000829,phoenix-web-frontend,david.kumar,2024-02-29 14:06:00,feat: implement authentication flow,203,6,3,False,5
abc000830,phoenix-customer-platform,ana.lopez,2024-02-29 09:46:00,fix: resolve billing calculation issue,224,49,5,False,5
abc000831,phoenix-shared-components,ana.lopez,2024-02-29 18:46:00,chore: update dependencies,146,27,2,False,5
abc000832,phoenix-customer-platform,mark.smith,2024-03-01 13:57:00,feat: implement authentication flow,255,41,3,False,5
abc000833,phoenix-customer-platform,mark.smith,2024-03-01 16:27:00,fix: urgent production hotfix,159,46,4,False,5
abc000834,phoenix-billing-service,mark.smith,2024-03-01 12:10:00,feat: add customer dashboard feature,237,8,3,True,5
abc000835,phoenix-billing-service,ana.lopez,2024-03-01 19:38:00,feat: add customer dashboard feature,114,16,6,False,5
abc000836,phoenix-billing-service,mark.smith,2024-03-01 09:40:00,fix: urgent production hotfix,167,55,5,False,5
abc000837,phoenix-mobile-api,david.kumar,2024-03-01 16:57:00,feat: implement authentication flow,86,0,4,False,5
abc000838,phoenix-shared-components,david.kumar,2024-03-01 09:13:00,refactor: improve data validation,51,16,3,False,5
abc000839,phoenix-customer-platform,mark.smith,2024-03-01 13:26:00,feat: add customer dashboard feature,138,17,1,False,5
abc000840,phoenix-customer-platform,ana.lopez,2024-03-01 15:41:00,chore: update dependencies,51,17,5,False,5
abc000841,phoenix-web-frontend,ana.lopez,2024-03-01 17:05:00,feat: add customer dashboard feature,139,25,4,False,5
abc000842,phoenix-web-frontend,ana.lopez,2024-03-01 18:28:00,feat: add customer dashboard feature,230,55,4,False,5
abc000843,phoenix-billing-service,mark.smith,2024-03-01 12:30:00,feat: implement authentication flow,203,64,6,False,5
abc000844,phoenix-customer-platform,james.taylor,2024-03-01 13:54:00,refactor: improve data validation,161,11,1,False,5
abc000845,phoenix-mobile-api,james.taylor,2024-03-01 08:18:00,fix: resolve billing calculation issue,212,64,4,False,5
abc000846,phoenix-billing-service,mark.smith,2024-03-01 15:23:00,feat: implement authentication flow,95,27,1,False,5
abc000847,phoenix-mobile-api,ana.lopez,2024-03-01 16:23:00,chore: update dependencies,143,43,2,False,5
abc000848,phoenix-web-frontend,mark.smith,2024-03-01 14:50:00,fix: resolve billing calculation issue,80,9,4,False,5
abc000849,phoenix-auth-service,david.kumar,2024-03-01 14:12:00,refactor: improve data validation,171,15,1,False,5
abc000850,phoenix-billing-service,mark.smith,2024-03-01 16:44:00,fix: resolve billing calculation issue,280,2,1,True,5
abc000851,phoenix-customer-platform,tom.garcia,2024-03-01 09:51:00,refactor: improve data validation,70,16,5,False,5
abc000852,phoenix-customer-platform,mark.smith,2024-03-01 16:31:00,refactor: improve data validation,149,9,5,False,5
abc000853,phoenix-web-frontend,mark.smith,2024-03-01 13:04:00,refactor: improve data validation,205,44,4,False,5
abc000854,phoenix-mobile-api,mark.smith,2024-03-02 11:20:00,fix: urgent production hotfix,270,25,6,False,5
abc000855,phoenix-customer-platform,mark.smith,2024-03-02 19:59:00,chore: update dependencies,116,27,5,False,5
abc000856,phoenix-shared-components,james.taylor,2024-03-02 11:42:00,fix: urgent production hotfix,205,55,6,False,5
abc000857,phoenix-shared-components,david.kumar,2024-03-02 15:41:00,chore: update dependencies,238,5,6,True,5
abc000858,phoenix-web-frontend,ana.lopez,2024-03-03 19:37:00,fix: urgent production hotfix,78,9,6,False,5
abc000859,phoenix-billing-service,ana.lopez,2024-03-03 19:10:00,chore: update dependencies,187,33,3,False,5
abc000860,phoenix-mobile-api,mark.smith,2024-03-03 15:37:00,feat: add customer dashboard feature,191,6,1,False,5
abc000861,phoenix-auth-service,ana.lopez,2024-03-03 08:08:00,feat: add customer dashboard feature,119,39,3,False,5
abc000862,phoenix-shared-components,mark.smith,2024-03-04 19:43:00,chore: update dependencies,138,10,1,False,5
abc000863,phoenix-auth-service,tom.garcia,2024-03-04 09:49:00,feat: add customer dashboard feature,114,17,3,False,5
abc000864,phoenix-billing-service,tom.garcia,2024-03-04 14:10:00,fix: resolve billing calculation issue,221,4,1,False,5
abc000865,phoenix-billing-service,mark.smith,2024-03-04 14:26:00,feat: add customer dashboard feature,160,22,1,False,5
abc000866,phoenix-billing-service,ana.lopez,2024-03-04 12:12:00,feat: add customer dashboard feature,87,17,1,False,5
abc000867,phoenix-customer-platform,mark.smith,2024-03-04 08:15:00,fix: urgent production hotfix,181,48,5,False,5
abc000868,phoenix-billing-service,mark.smith,2024-03-04 09:43:00,refactor: improve data validation,50,16,3,False,5
abc000869,phoenix-shared-components,mark.smith,2024-03-04 13:03:00,fix: urgent production hotfix,99,13,6,False,5
abc000870,phoenix-web-frontend,mark.smith,2024-03-04 10:32:00,feat: implement authentication flow,244,17,3,False,5
abc000871,phoenix-mobile-api,mark.smith,2024-03-04 12:59:00,feat: implement authentication flow,156,29,4,True,5
abc000872,phoenix-shared-components,mark.smith,2024-03-04 16:11:00,fix: resolve billing calculation issue,199,16,4,False,5
abc000873,phoenix-customer-platform,mark.smith,2024-03-04 18:14:00,chore: update dependencies,145,25,1,False,5
abc000874,phoenix-customer-platform,mark.smith,2024-03-04 15:22:00,refactor: improve data validation,112,35,1,False,5
abc000875,phoenix-customer-platform,ana.lopez,2024-03-04 09:11:00,feat: add customer dashboard feature,129,15,5,False,5
abc000876,phoenix-web-frontend,david.kumar,2024-03-04 20:36:00,feat: add customer dashboard feature,98,3,2,False,5
abc000877,phoenix-customer-platform,mark.smith,2024-03-04 13:03:00,fix: resolve billing calculation issue,198,31,5,True,5
abc000878,phoenix-billing-service,james.taylor,2024-03-04 10:30:00,refactor: improve data validation,169,51,4,False,5
abc000879,phoenix-billing-service,james.taylor,2024-03-04 11:45:00,fix: urgent production hotfix,152,38,1,False,5
abc000880,phoenix-mobile-api,david.kumar,2024-03-04 09:44:00,fix: resolve billing calculation issue,173,36,6,False,5
abc000881,phoenix-billing-service,mark.smith,2024-03-04 13:29:00,feat: implement authentication flow,203,11,4,False,5
abc000882,phoenix-shared-components,mark.smith,2024-03-04 10:11:00,feat: add customer dashboard feature,240,41,5,True,5
abc000883,phoenix-web-frontend,mark.smith,2024-03-04 08:45:00,refactor: improve data validation,99,13,4,False,5
abc000884,phoenix-auth-service,james.taylor,2024-03-05 12:13:00,refactor: improve data validation,202,18,2,False,5
