pr_number,repository,title,author,created_date,merged_date,status,lines_added,lines_deleted,files_changed,commits_count,review_time_hours,requested_reviewers,sprint_number
196,phoenix-auth-service,Feature: authentication implementation,mark.smith,2024-03-20 00:00:00,,open,246,38,12,3,4,3,6
197,phoenix-customer-platform,Feature: billing implementation,james.taylor,2024-03-15 00:00:00,2024-03-15 04:00:00,merged,104,26,7,2,4,3,6
198,phoenix-mobile-api,Feature: authentication implementation,james.taylor,2024-03-19 00:00:00,2024-03-19 16:00:00,merged,265,51,8,6,16,3,6
199,phoenix-customer-platform,Feature: dashboard implementation,mark.smith,2024-03-17 00:00:00,2024-03-17 16:00:00,merged,165,0,5,1,16,3,6
200,phoenix-auth-service,Feature: api implementation,mark.smith,2024-03-23 00:00:00,2024-03-23 16:00:00,merged,119,4,3,2,16,3,6
201,phoenix-web-frontend,Feature: billing implementation,mark.smith,2024-03-15 00:00:00,2024-03-15 04:00:00,merged,270,28,7,1,4,3,6
202,phoenix-auth-service,Feature: billing implementation,james.taylor,2024-03-21 00:00:00,2024-03-21 16:00:00,merged,207,58,3,4,16,3,6
203,phoenix-customer-platform,Feature: billing implementation,mark.smith,2024-03-17 00:00:00,2024-03-17 16:00:00,merged,307,0,3,4,16,3,6
204,phoenix-mobile-api,Feature: authentication implementation,tom.garcia,2024-03-21 00:00:00,2024-03-21 10:00:00,merged,250,16,8,1,10,3,6
205,phoenix-auth-service,Feature: authentication implementation,mark.smith,2024-03-14 00:00:00,,open,104,26,10,2,10,3,6
206,phoenix-auth-service,Feature: authentication implementation,mark.smith,2024-03-14 00:00:00,2024-03-14 04:00:00,merged,107,20,12,2,4,3,6
207,phoenix-shared-components,Feature: dashboard implementation,mark.smith,2024-03-11 00:00:00,2024-03-11 16:00:00,merged,172,58,3,5,16,3,6
208,phoenix-auth-service,Feature: dashboard implementation,ana.lopez,2024-03-23 00:00:00,2024-03-23 04:00:00,merged,271,37,10,2,4,3,6
209,phoenix-web-frontend,Feature: dashboard implementation,tom.garcia,2024-03-16 00:00:00,2024-03-16 16:00:00,merged,217,13,10,3,16,3,6
210,phoenix-mobile-api,Feature: billing implementation,tom.garcia,2024-03-19 00:00:00,2024-03-19 04:00:00,merged,411,88,4,6,4,3,6
211,phoenix-auth-service,Feature: api implementation,mark.smith,2024-03-20 00:00:00,,open,269,24,12,5,10,3,6
212,phoenix-web-frontend,Feature: authentication implementation,tom.garcia,2024-03-14 00:00:00,2024-03-14 04:00:00,merged,322,0,3,5,4,3,6
213,phoenix-customer-platform,Feature: dashboard implementation,david.kumar,2024-03-13 00:00:00,2024-03-13 16:00:00,merged,318,33,12,1,16,3,6
214,phoenix-mobile-api,Feature: billing implementation,ana.lopez,2024-03-13 00:00:00,2024-03-13 04:00:00,merged,225,37,2,6,4,3,6
215,phoenix-customer-platform,Feature: dashboard implementation,mark.smith,2024-03-12 00:00:00,2024-03-12 16:00:00,merged,210,45,7,6,16,3,6
216,phoenix-mobile-api,Feature: api implementation,james.taylor,2024-03-16 00:00:00,2024-03-16 16:00:00,merged,220,44,5,4,16,3,6
217,phoenix-billing-service,Feature: authentication implementation,david.kumar,2024-03-18 00:00:00,2024-03-18 10:00:00,merged,125,19,7,6,10,3,6
218,phoenix-customer-platform,Feature: api implementation,david.kumar,2024-03-18 00:00:00,,open,170,51,11,6,16,3,6
219,phoenix-billing-service,Feature: billing implementation,mark.smith,2024-03-13 00:00:00,2024-03-13 04:00:00,merged,149,11,4,2,4,3,6
220,phoenix-billing-service,Feature: billing implementation,mark.smith,2024-03-18 00:00:00,2024-03-18 10:00:00,merged,238,51,7,1,10,3,6
221,phoenix-shared-components,Feature: billing implementation,mark.smith,2024-03-23 00:00:00,2024-03-23 16:00:00,merged,285,8,3,3,16,3,6
222,phoenix-auth-service,Feature: billing implementation,tom.garcia,2024-03-13 00:00:00,2024-03-13 10:00:00,merged,58,1,8,4,10,3,6
223,phoenix-shared-components,Feature: authentication implementation,mark.smith,2024-03-17 00:00:00,2024-03-17 04:00:00,merged,200,63,5,1,4,3,6
224,phoenix-auth-service,Feature: dashboard implementation,mark.smith,2024-03-11 00:00:00,2024-03-11 16:00:00,merged,74,1,2,3,16,3,6
225,phoenix-web-frontend,Feature: api implementation,david.kumar,2024-03-13 00:00:00,2024-03-13 10:00:00,merged,181,25,7,1,10,3,6
226,phoenix-web-frontend,Feature: billing implementation,mark.smith,2024-03-11 00:00:00,2024-03-11 16:00:00,merged,234,58,10,2,16,3,6
227,phoenix-billing-service,Feature: billing implementation,david.kumar,2024-03-20 00:00:00,2024-03-20 04:00:00,merged,182,17,10,5,4,3,6
228,phoenix-web-frontend,Feature: api implementation,david.kumar,2024-03-19 00:00:00,2024-03-19 10:00:00,merged,124,29,9,4,10,3,6
229,phoenix-mobile-api,Feature: billing implementation,mark.smith,2024-03-16 00:00:00,2024-03-16 16:00:00,merged,169,36,3,3,16,3,6
230,phoenix-shared-components,Feature: dashboard implementation,mark.smith,2024-03-17 00:00:00,2024-03-17 04:00:00,merged,264,30,6,4,4,3,6
231,phoenix-auth-service,Feature: api implementation,mark.smith,2024-03-15 00:00:00,,closed,102,32,6,6,16,3,6
232,phoenix-billing-service,Feature: billing implementation,mark.smith,2024-03-23 00:00:00,,closed,205,34,12,3,16,3,6
233,phoenix-shared-components,Feature: dashboard implementation,ana.lopez,2024-04-03 00:00:00,2024-04-03 11:00:00,merged,350,38,10,3,11,3,7
234,phoenix-shared-components,Feature: dashboard implementation,mark.smith,2024-04-06 00:00:00,2024-04-06 18:00:00,merged,231,42,3,6,18,3,7
235,phoenix-billing-service,Feature: authentication implementation,mark.smith,2024-03-29 00:00:00,2024-03-29 18:00:00,merged,520,33,8,6,18,3,7
236,phoenix-mobile-api,Feature: authentication implementation,mark.smith,2024-03-25 00:00:00,2024-03-25 04:00:00,merged,332,29,10,2,4,3,7
237,phoenix-auth-service,Feature: billing implementation,mark.smith,2024-04-01 00:00:00,2024-04-01 11:00:00,merged,52,11,7,3,11,3,7
238,phoenix-auth-service,Feature: billing implementation,tom.garcia,2024-03-30 00:00:00,2024-03-30 11:00:00,merged,338,22,2,4,11,3,7
239,phoenix-billing-service,Feature: authentication implementation,mark.smith,2024-04-06 00:00:00,2024-04-06 18:00:00,merged,271,3,5,5,18,3,7
240,phoenix-billing-service,Feature: authentication implementation,ana.lopez,2024-04-03 00:00:00,2024-04-03 11:00:00,merged,463,61,7,2,11,3,7
241,phoenix-shared-components,Feature: billing implementation,mark.smith,2024-04-03 00:00:00,2024-04-03 18:00:00,merged,212,59,4,5,18,3,7
242,phoenix-shared-components,Feature: billing implementation,mark.smith,2024-04-04 00:00:00,2024-04-04 04:00:00,merged,282,1,9,2,4,3,7
243,phoenix-customer-platform,Feature: dashboard implementation,mark.smith,2024-04-03 00:00:00,2024-04-03 18:00:00,merged,253,46,2,4,18,3,7
244,phoenix-customer-platform,Feature: api implementation,mark.smith,2024-04-02 00:00:00,2024-04-02 04:00:00,merged,316,58,10,3,4,3,7
245,phoenix-shared-components,Feature: api implementation,james.taylor,2024-03-31 00:00:00,2024-03-31 04:00:00,merged,128,43,9,6,4,3,7
246,phoenix-customer-platform,Feature: dashboard implementation,mark.smith,2024-03-27 00:00:00,2024-03-27 18:00:00,merged,273,52,7,1,18,3,7
247,phoenix-customer-platform,Feature: billing implementation,ana.lopez,2024-04-05 00:00:00,2024-04-05 18:00:00,merged,178,8,6,3,18,3,7
248,phoenix-customer-platform,Feature: dashboard implementation,tom.garcia,2024-03-31 00:00:00,2024-03-31 18:00:00,merged,239,0,3,2,18,3,7
249,phoenix-mobile-api,Feature: authentication implementation,mark.smith,2024-04-04 00:00:00,,open,461,20,4,1,4,3,7
250,phoenix-mobile-api,Feature: billing implementation,tom.garcia,2024-03-30 00:00:00,2024-03-30 04:00:00,merged,249,72,4,6,4,3,7
251,phoenix-customer-platform,Feature: authentication implementation,mark.smith,2024-03-27 00:00:00,2024-03-27 04:00:00,merged,166,27,8,5,4,3,7
252,phoenix-mobile-api,Feature: billing implementation,mark.smith,2024-04-01 00:00:00,2024-04-01 18:00:00,merged,465,70,4,5,18,3,7
253,phoenix-auth-service,Feature: authentication implementation,mark.smith,2024-03-27 00:00:00,2024-03-27 11:00:00,merged,390,153,12,4,11,3,7
254,phoenix-mobile-api,Feature: api implementation,mark.smith,2024-04-01 00:00:00,2024-04-01 18:00:00,merged,343,46,12,5,18,3,7
255,phoenix-auth-service,Feature: billing implementation,mark.smith,2024-03-30 00:00:00,2024-03-30 18:00:00,merged,127,21,5,1,18,3,7
256,phoenix-billing-service,Feature: api implementation,mark.smith,2024-03-26 00:00:00,2024-03-26 04:00:00,merged,234,49,8,5,4,3,7
257,phoenix-customer-platform,Feature: api implementation,mark.smith,2024-03-28 00:00:00,2024-03-28 11:00:00,merged,468,74,2,2,11,3,7
258,phoenix-auth-service,Feature: authentication implementation,mark.smith,2024-04-04 00:00:00,2024-04-04 18:00:00,merged,216,42,9,2,18,3,7
259,phoenix-billing-service,Feature: billing implementation,ana.lopez,2024-03-25 00:00:00,2024-03-25 11:00:00,merged,272,50,12,5,11,3,7
260,phoenix-web-frontend,Feature: dashboard implementation,ana.lopez,2024-03-30 00:00:00,2024-03-30 11:00:00,merged,478,47,2,3,11,3,7
261,phoenix-billing-service,Feature: dashboard implementation,james.taylor,2024-04-02 00:00:00,2024-04-02 04:00:00,merged,231,37,11,2,4,3,7
262,phoenix-shared-components,Feature: api implementation,mark.smith,2024-04-03 00:00:00,2024-04-03 18:00:00,merged,303,64,11,5,18,3,7
263,phoenix-customer-platform,Feature: billing implementation,mark.smith,2024-03-25 00:00:00,2024-03-25 11:00:00,merged,22,2,6,3,11,3,7
264,phoenix-billing-service,Feature: api implementation,mark.smith,2024-04-05 00:00:00,2024-04-05 11:00:00,merged,136,16,3,4,11,3,7
265,phoenix-web-frontend,Feature: billing implementation,tom.garcia,2024-04-06 00:00:00,2024-04-06 18:00:00,merged,315,33,4,1,18,3,7
266,phoenix-mobile-api,Feature: dashboard implementation,ana.lopez,2024-03-25 00:00:00,2024-03-25 04:00:00,merged,105,28,11,5,4,3,7
267,phoenix-mobile-api,Feature: authentication implementation,mark.smith,2024-03-28 00:00:00,2024-03-28 11:00:00,merged,370,67,10,3,11,3,7
268,phoenix-auth-service,Feature: dashboard implementation,mark.smith,2024-04-03 00:00:00,2024-04-03 11:00:00,merged,122,10,6,5,11,3,7
269,phoenix-customer-platform,Feature: authentication implementation,mark.smith,2024-04-06 00:00:00,2024-04-06 11:00:00,merged,250,63,3,3,11,3,7
270,phoenix-mobile-api,Feature: dashboard implementation,mark.smith,2024-03-25 00:00:00,2024-03-25 18:00:00,merged,239,41,8,5,18,3,7
271,phoenix-shared-components,Feature: billing implementation,tom.garcia,2024-04-03 00:00:00,2024-04-03 18:00:00,merged,563,8,12,1,18,3,7
272,phoenix-customer-platform,Feature: api implementation,mark.smith,2024-03-31 00:00:00,2024-03-31 11:00:00,merged,139,15,5,1,11,3,7
273,phoenix-shared-components,Feature: authentication implementation,mark.smith,2024-04-06 00:00:00,2024-04-06 18:00:00,merged,463,26,7,6,18,3,7
274,phoenix-web-frontend,Feature: api implementation,mark.smith,2024-04-06 00:00:00,2024-04-06 18:00:00,merged,335,58,6,1,18,3,7
275,phoenix-web-frontend,Feature: api implementation,mark.smith,2024-03-31 00:00:00,2024-03-31 11:00:00,merged,224,28,10,3,11,3,7
276,phoenix-customer-platform,Feature: billing implementation,mark.smith,2024-03-31 00:00:00,2024-03-31 11:00:00,merged,349,8,12,6,11,3,7
277,phoenix-customer-platform,Feature: dashboard implementation,mark.smith,2024-03-26 00:00:00,2024-03-26 11:00:00,merged,261,39,3,4,11,3,7
278,phoenix-mobile-api,Feature: billing implementation,mark.smith,2024-03-26 00:00:00,2024-03-26 11:00:00,merged,238,52,12,2,11,3,7
279,phoenix-auth-service,Feature: authentication implementation,tom.garcia,2024-03-29 00:00:00,2024-03-29 04:00:00,merged,235,3,4,6,4,3,7
280,phoenix-customer-platform,Feature: authentication implementation,tom.garcia,2024-04-06 00:00:00,2024-04-06 18:00:00,merged,246,9,2,1,18,3,7
281,phoenix-customer-platform,Feature: api implementation,david.kumar,2024-03-26 00:00:00,2024-03-26 04:00:00,merged,285,89,10,1,4,3,7
282,phoenix-billing-service,Feature: billing implementation,james.taylor,2024-03-30 00:00:00,,open,464,64,2,2,4,3,7
283,phoenix-shared-components,Feature: billing implementation,mark.smith,2024-04-05 00:00:00,2024-04-05 11:00:00,merged,477,122,2,5,11,3,7
284,phoenix-mobile-api,Feature: dashboard implementation,david.kumar,2024-03-25 00:00:00,2024-03-25 18:00:00,merged,162,17,5,4,18,3,7
285,phoenix-shared-components,Feature: dashboard implementation,mark.smith,2024-04-05 00:00:00,2024-04-05 11:00:00,merged,624,15,4,4,11,3,7
286,phoenix-web-frontend,Feature: api implementation,ana.lopez,2024-04-03 00:00:00,2024-04-03 18:00:00,merged,83,4,2,4,18,3,7
287,phoenix-billing-service,Feature: authentication implementation,james.taylor,2024-04-06 00:00:00,2024-04-06 04:00:00,merged,329,82,9,1,4,3,7
288,phoenix-customer-platform,Feature: dashboard implementation,tom.garcia,2024-04-02 00:00:00,2024-04-02 04:00:00,merged,348,29,11,4,4,3,7
289,phoenix-shared-components,Feature: authentication implementation,david.kumar,2024-03-30 00:00:00,2024-03-30 18:00:00,merged,409,25,10,6,18,3,7
290,phoenix-billing-service,Feature: dashboard implementation,mark.smith,2024-03-30 00:00:00,2024-03-30 18:00:00,merged,228,0,4,4,18,3,7
291,phoenix-web-frontend,Feature: dashboard implementation,mark.smith,2024-04-02 00:00:00,2024-04-02 18:00:00,merged,350,37,3,6,18,3,7
292,phoenix-customer-platform,Feature: api implementation,james.taylor,2024-04-04 00:00:00,2024-04-04 18:00:00,merged,251,10,7,2,18,3,7
293,phoenix-web-frontend,Feature: authentication implementation,mark.smith,2024-04-18 00:00:00,,closed,193,31,12,5,12,3,8
294,phoenix-shared-components,Feature: billing implementation,mark.smith,2024-04-10 00:00:00,2024-04-10 20:00:00,merged,432,60,10,1,20,3,8
295,phoenix-billing-service,Feature: dashboard implementation,mark.smith,2024-04-14 00:00:00,2024-04-14 20:00:00,merged,347,40,12,3,20,3,8
296,phoenix-billing-service,Feature: authentication implementation,mark.smith,2024-04-11 00:00:00,2024-04-11 04:00:00,merged,183,13,8,5,4,3,8
297,phoenix-billing-service,Feature: billing implementation,mark.smith,2024-04-08 00:00:00,2024-04-08 12:00:00,merged,467,114,4,2,12,3,8
298,phoenix-billing-service,Feature: dashboard implementation,mark.smith,2024-04-10 00:00:00,2024-04-10 04:00:00,merged,253,98,8,1,4,3,8
299,phoenix-customer-platform,Feature: dashboard implementation,mark.smith,2024-04-16 00:00:00,,closed,415,85,4,6,20,3,8
300,phoenix-mobile-api,Feature: dashboard implementation,mark.smith,2024-04-10 00:00:00,2024-04-10 04:00:00,merged,370,96,8,1,4,3,8
301,phoenix-mobile-api,Feature: authentication implementation,mark.smith,2024-04-17 00:00:00,2024-04-17 12:00:00,merged,238,32,8,2,12,3,8
302,phoenix-web-frontend,Feature: dashboard implementation,david.kumar,2024-04-10 00:00:00,2024-04-10 04:00:00,merged,207,10,6,3,4,3,8
303,phoenix-billing-service,Feature: billing implementation,mark.smith,2024-04-18 00:00:00,2024-04-18 12:00:00,merged,394,3,2,3,12,3,8
304,phoenix-billing-service,Feature: billing implementation,james.taylor,2024-04-16 00:00:00,2024-04-16 12:00:00,merged,429,43,11,6,12,3,8
305,phoenix-mobile-api,Feature: dashboard implementation,mark.smith,2024-04-15 00:00:00,2024-04-15 04:00:00,merged,372,6,10,2,4,3,8
306,phoenix-auth-service,Feature: authentication implementation,ana.lopez,2024-04-20 00:00:00,2024-04-20 04:00:00,merged,321,84,2,6,4,3,8
307,phoenix-web-frontend,Feature: api implementation,mark.smith,2024-04-20 00:00:00,2024-04-20 04:00:00,merged,441,111,12,4,4,3,8
308,phoenix-web-frontend,Feature: authentication implementation,ana.lopez,2024-04-15 00:00:00,2024-04-15 20:00:00,merged,241,59,5,2,20,3,8
309,phoenix-web-frontend,Feature: authentication implementation,mark.smith,2024-04-11 00:00:00,2024-04-11 04:00:00,merged,302,31,10,6,4,3,8
310,phoenix-auth-service,Feature: dashboard implementation,mark.smith,2024-04-19 00:00:00,2024-04-19 12:00:00,merged,303,76,6,6,12,3,8
311,phoenix-web-frontend,Feature: authentication implementation,mark.smith,2024-04-15 00:00:00,,closed,230,5,9,5,4,3,8
312,phoenix-mobile-api,Feature: dashboard implementation,mark.smith,2024-04-18 00:00:00,2024-04-18 12:00:00,merged,382,40,6,6,12,3,8
313,phoenix-web-frontend,Feature: billing implementation,ana.lopez,2024-04-10 00:00:00,2024-04-10 12:00:00,merged,508,57,4,1,12,3,8
314,phoenix-auth-service,Feature: authentication implementation,mark.smith,2024-04-09 00:00:00,2024-04-09 20:00:00,merged,305,57,7,6,20,3,8
315,phoenix-customer-platform,Feature: api implementation,mark.smith,2024-04-13 00:00:00,2024-04-13 12:00:00,merged,445,94,3,1,12,3,8
316,phoenix-customer-platform,Feature: authentication implementation,mark.smith,2024-04-14 00:00:00,2024-04-14 12:00:00,merged,392,62,3,6,12,3,8
317,phoenix-shared-components,Feature: authentication implementation,mark.smith,2024-04-14 00:00:00,2024-04-14 12:00:00,merged,326,2,4,3,12,3,8
318,phoenix-shared-components,Feature: authentication implementation,mark.smith,2024-04-20 00:00:00,2024-04-20 04:00:00,merged,185,71,5,2,4,3,8
319,phoenix-auth-service,Feature: dashboard implementation,mark.smith,2024-04-12 00:00:00,2024-04-12 20:00:00,merged,416,40,12,1,20,3,8
320,phoenix-billing-service,Feature: authentication implementation,mark.smith,2024-04-20 00:00:00,2024-04-20 20:00:00,merged,246,47,6,2,20,3,8
321,phoenix-auth-service,Feature: billing implementation,tom.garcia,2024-04-09 00:00:00,2024-04-09 12:00:00,merged,399,73,7,6,12,3,8
322,phoenix-mobile-api,Feature: api implementation,ana.lopez,2024-04-08 00:00:00,,closed,438,46,11,5,20,3,8
323,phoenix-mobile-api,Feature: billing implementation,mark.smith,2024-04-15 00:00:00,2024-04-15 20:00:00,merged,251,53,9,5,20,3,8
324,phoenix-shared-components,Feature: api implementation,mark.smith,2024-04-08 00:00:00,,closed,492,147,3,6,4,3,8
325,phoenix-web-frontend,Feature: api implementation,mark.smith,2024-04-08 00:00:00,2024-04-08 04:00:00,merged,196,26,5,1,4,3,8
326,phoenix-mobile-api,Feature: authentication implementation,mark.smith,2024-04-20 00:00:00,2024-04-20 04:00:00,merged,180,16,10,4,4,3,8
327,phoenix-mobile-api,Feature: api implementation,mark.smith,2024-04-15 00:00:00,2024-04-15 20:00:00,merged,437,69,6,5,20,3,8
328,phoenix-auth-service,Feature: dashboard implementation,mark.smith,2024-04-09 00:00:00,2024-04-09 12:00:00,merged,342,85,4,4,12,3,8
329,phoenix-auth-service,Feature: authentication implementation,ana.lopez,2024-04-20 00:00:00,,closed,390,95,2,5,12,3,8
330,phoenix-billing-service,Feature: authentication implementation,mark.smith,2024-04-15 00:00:00,2024-04-15 20:00:00,merged,295,20,12,6,20,3,8
331,phoenix-customer-platform,Feature: billing implementation,tom.garcia,2024-04-15 00:00:00,2024-04-15 12:00:00,merged,237,87,7,2,12,3,8
332,phoenix-auth-service,Feature: dashboard implementation,tom.garcia,2024-04-15 00:00:00,2024-04-15 04:00:00,merged,162,18,3,6,4,3,8
333,phoenix-web-frontend,Feature: api implementation,mark.smith,2024-04-14 00:00:00,2024-04-14 04:00:00,merged,328,46,11,4,4,3,8
334,phoenix-mobile-api,Feature: dashboard implementation,mark.smith,2024-04-10 00:00:00,2024-04-10 12:00:00,merged,256,3,7,2,12,3,8
335,phoenix-web-frontend,Feature: dashboard implementation,james.taylor,2024-04-19 00:00:00,2024-04-19 20:00:00,merged,520,97,2,5,20,3,8
336,phoenix-mobile-api,Feature: api implementation,tom.garcia,2024-04-14 00:00:00,2024-04-14 12:00:00,merged,357,76,10,4,12,3,8
337,phoenix-web-frontend,Feature: billing implementation,mark.smith,2024-04-09 00:00:00,2024-04-09 12:00:00,merged,218,8,11,1,12,3,8
338,phoenix-auth-service,Feature: dashboard implementation,mark.smith,2024-04-20 00:00:00,2024-04-20 04:00:00,merged,243,76,2,5,4,3,8
339,phoenix-web-frontend,Feature: api implementation,mark.smith,2024-04-09 00:00:00,2024-04-09 04:00:00,merged,382,30,3,5,4,3,8
340,phoenix-auth-service,Feature: api implementation,tom.garcia,2024-04-10 00:00:00,2024-04-10 12:00:00,merged,174,26,4,2,12,3,8
341,phoenix-billing-service,Feature: billing implementation,mark.smith,2024-04-13 00:00:00,2024-04-13 20:00:00,merged,219,43,4,2,20,3,8
342,phoenix-customer-platform,Feature: dashboard implementation,ana.lopez,2024-04-15 00:00:00,2024-04-15 20:00:00,merged,398,88,7,6,20,3,8
343,phoenix-web-frontend,Feature: billing implementation,james.taylor,2024-04-12 00:00:00,2024-04-12 04:00:00,merged,304,36,9,6,4,3,8
344,phoenix-auth-service,Feature: api implementation,mark.smith,2024-04-19 00:00:00,2024-04-19 04:00:00,merged,267,71,8,4,4,3,8
345,phoenix-shared-components,Feature: api implementation,ana.lopez,2024-04-17 00:00:00,2024-04-17 04:00:00,merged,200,27,9,4,4,3,8
346,phoenix-auth-service,Feature: billing implementation,tom.garcia,2024-04-17 00:00:00,2024-04-17 04:00:00,merged,309,92,11,2,4,3,8
347,phoenix-web-frontend,Feature: authentication implementation,mark.smith,2024-04-08 00:00:00,2024-04-08 20:00:00,merged,96,11,10,1,20,3,8
348,phoenix-shared-components,Feature: authentication implementation,james.taylor,2024-04-23 00:00:00,2024-04-23 04:00:00,merged,137,27,9,1,4,3,9
349,phoenix-shared-components,Feature: dashboard implementation,mark.smith,2024-04-22 00:00:00,2024-04-22 13:00:00,merged,175,25,5,3,13,3,9
350,phoenix-customer-platform,Feature: billing implementation,mark.smith,2024-04-28 00:00:00,2024-04-28 22:00:00,merged,315,23,10,2,22,3,9
351,phoenix-customer-platform,Feature: billing implementation,mark.smith,2024-04-30 00:00:00,,closed,249,5,6,2,22,3,9
352,phoenix-mobile-api,Feature: authentication implementation,mark.smith,2024-04-24 00:00:00,2024-04-24 04:00:00,merged,411,74,9,5,4,3,9
353,phoenix-mobile-api,Feature: billing implementation,mark.smith,2024-04-28 00:00:00,,open,287,24,3,4,13,3,9
354,phoenix-mobile-api,Feature: billing implementation,mark.smith,2024-04-24 00:00:00,2024-04-24 13:00:00,merged,317,44,3,2,13,3,9
355,phoenix-customer-platform,Feature: authentication implementation,mark.smith,2024-04-29 00:00:00,2024-04-29 22:00:00,merged,284,83,3,6,22,3,9
356,phoenix-auth-service,Feature: dashboard implementation,mark.smith,2024-05-01 00:00:00,2024-05-01 13:00:00,merged,229,20,3,5,13,3,9
357,phoenix-customer-platform,Feature: billing implementation,mark.smith,2024-04-24 00:00:00,,open,338,43,3,5,22,3,9
358,phoenix-shared-components,Feature: dashboard implementation,mark.smith,2024-04-26 00:00:00,2024-04-26 13:00:00,merged,333,27,6,1,13,3,9
359,phoenix-billing-service,Feature: api implementation,mark.smith,2024-04-23 00:00:00,2024-04-23 13:00:00,merged,417,77,11,4,13,3,9
360,phoenix-shared-components,Feature: dashboard implementation,mark.smith,2024-04-24 00:00:00,2024-04-24 13:00:00,merged,146,8,4,3,13,3,9
361,phoenix-shared-components,Feature: billing implementation,mark.smith,2024-05-01 00:00:00,2024-05-01 22:00:00,merged,448,23,9,2,22,3,9
362,phoenix-mobile-api,Feature: dashboard implementation,mark.smith,2024-04-27 00:00:00,2024-04-27 13:00:00,merged,499,3,5,6,13,3,9
363,phoenix-customer-platform,Feature: dashboard implementation,mark.smith,2024-04-22 00:00:00,2024-04-22 13:00:00,merged,309,60,9,2,13,3,9
364,phoenix-mobile-api,Feature: billing implementation,mark.smith,2024-04-25 00:00:00,2024-04-25 13:00:00,merged,387,1,9,3,13,3,9
365,phoenix-web-frontend,Feature: billing implementation,mark.smith,2024-04-23 00:00:00,2024-04-23 22:00:00,merged,370,96,9,5,22,3,9
366,phoenix-auth-service,Feature: api implementation,mark.smith,2024-04-26 00:00:00,2024-04-26 22:00:00,merged,228,59,4,2,22,3,9
367,phoenix-mobile-api,Feature: authentication implementation,david.kumar,2024-05-01 00:00:00,2024-05-01 13:00:00,merged,283,51,3,3,13,3,9
368,phoenix-auth-service,Feature: billing implementation,mark.smith,2024-05-02 00:00:00,2024-05-02 13:00:00,merged,362,10,11,3,13,3,9
369,phoenix-shared-components,Feature: dashboard implementation,mark.smith,2024-04-28 00:00:00,2024-04-28 22:00:00,merged,360,38,3,6,22,3,9
370,phoenix-customer-platform,Feature: api implementation,mark.smith,2024-04-26 00:00:00,2024-04-26 04:00:00,merged,148,45,4,2,4,3,9
371,phoenix-shared-components,Feature: api implementation,mark.smith,2024-05-01 00:00:00,,closed,287,65,12,4,13,3,9
372,phoenix-customer-platform,Feature: dashboard implementation,mark.smith,2024-04-25 00:00:00,,closed,351,4,9,1,4,3,9
373,phoenix-shared-components,Feature: authentication implementation,ana.lopez,2024-05-02 00:00:00,2024-05-02 04:00:00,merged,580,95,11,2,4,3,9
374,phoenix-auth-service,Feature: dashboard implementation,mark.smith,2024-04-23 00:00:00,,closed,373,50,5,6,13,3,9
375,phoenix-web-frontend,Feature: authentication implementation,ana.lopez,2024-04-23 00:00:00,2024-04-23 13:00:00,merged,481,107,7,1,13,3,9
376,phoenix-customer-platform,Feature: dashboard implementation,mark.smith,2024-04-30 00:00:00,2024-04-30 22:00:00,merged,208,52,7,2,22,3,9
377,phoenix-mobile-api,Feature: authentication implementation,mark.smith,2024-04-29 00:00:00,2024-04-29 22:00:00,merged,391,91,8,5,22,3,9
378,phoenix-auth-service,Feature: api implementation,mark.smith,2024-05-02 00:00:00,2024-05-02 13:00:00,merged,298,82,6,6,13,3,9
379,phoenix-shared-components,Feature: api implementation,mark.smith,2024-04-29 00:00:00,2024-04-29 04:00:00,merged,653,82,6,3,4,3,9
380,phoenix-auth-service,Feature: api implementation,mark.smith,2024-04-29 00:00:00,,open,147,33,12,3,13,3,9
381,phoenix-billing-service,Feature: dashboard implementation,mark.smith,2024-05-03 00:00:00,2024-05-03 22:00:00,merged,208,50,7,4,22,3,9
382,phoenix-shared-components,Feature: dashboard implementation,tom.garcia,2024-04-26 00:00:00,2024-04-26 04:00:00,merged,237,10,3,6,4,3,9
383,phoenix-auth-service,Feature: authentication implementation,mark.smith,2024-04-27 00:00:00,2024-04-27 04:00:00,merged,51,5,8,2,4,3,9
384,phoenix-auth-service,Feature: authentication implementation,mark.smith,2024-04-28 00:00:00,2024-04-28 22:00:00,merged,259,16,9,5,22,3,9
385,phoenix-web-frontend,Feature: billing implementation,mark.smith,2024-04-24 00:00:00,2024-04-24 22:00:00,merged,249,6,8,6,22,3,9
386,phoenix-shared-components,Feature: api implementation,james.taylor,2024-05-04 00:00:00,2024-05-04 04:00:00,merged,384,39,11,2,4,3,9
387,phoenix-mobile-api,Feature: billing implementation,mark.smith,2024-04-24 00:00:00,2024-04-24 13:00:00,merged,369,66,5,6,13,3,9
388,phoenix-mobile-api,Feature: billing implementation,mark.smith,2024-05-04 00:00:00,2024-05-04 22:00:00,merged,446,91,6,5,22,3,9
389,phoenix-shared-components,Feature: billing implementation,tom.garcia,2024-04-27 00:00:00,2024-04-27 22:00:00,merged,479,1,8,4,22,3,9
390,phoenix-web-frontend,Feature: authentication implementation,mark.smith,2024-04-28 00:00:00,2024-04-28 13:00:00,merged,169,2,2,2,13,3,9
391,phoenix-billing-service,Feature: api implementation,david.kumar,2024-04-30 00:00:00,2024-04-30 04:00:00,merged,185,26,3,4,4,3,9
